Id,Accidents,Body_type,Year,Fuel_economy_combined,Days_on_market,Rating,Distance,Color,Drivetrain,Engine,Make,Mileage,Model,Transmission,Additional_features,Previous_owners,Price_drops,Photos,Seats,Seller_type,Trim,Price
270467959,1,Sedan,2016,35 MPG,69,GOOD_PRICE,42.74847,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,47743,Cruze,6-Speed Automatic,4,1,,True,5,DEALER,LS Sedan FWD,8998.0
272117692,0,Sedan,2015,,35,GOOD_PRICE,147.34297,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,50698,Malibu,6-Speed Automatic,4,3,,True,5,DEALER,2LT FWD,10999.0
267750409,0,Sedan,2018,34 MPG,107,GOOD_PRICE,165.027,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,30864,Cruze,6-Speed Automatic,6,1,,True,5,DEALER,Premier Sedan FWD,13995.0
254828024,1,Sedan,2011,24 MPG,254,GOOD_PRICE,96.207344,BLACK,FRONT_WHEEL_DRIVE,V6,Chevrolet,111700,Impala,Automatic,2,3,,,5,DEALER,LT Fleet FWD,4000.0
260533358,0,Sedan,2016,,190,GOOD_PRICE,128.2877,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,15175,Cruze Limited,6-Speed Automatic,2,1,,True,5,DEALER,1LT FWD,10950.0
269364406,0,Sedan,2015,,88,GOOD_PRICE,104.83659,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,54656,Cruze,6-Speed Automatic,5,1,,True,5,DEALER,Diesel Sedan FWD,10299.0
267298969,0,Sedan,2016,35 MPG,112,GOOD_PRICE,127.32041,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,24506,Cruze,6-Speed Automatic,4,1,True,True,5,DEALER,LS Sedan FWD,10994.0
274139753,0,Sedan,2018,31 MPG,5,GOOD_PRICE,181.53003,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,48572,Malibu,Automatic,6,1,,True,5,DEALER,LT FWD,12997.0
272362369,0,Sedan,2018,31 MPG,30,GOOD_PRICE,63.0846,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,36012,Malibu,6-Speed Automatic,3,2,,True,5,DEALER,LS FWD,13488.0
268495329,0,Sedan,2015,23 MPG,99,GOOD_PRICE,101.18621,WHITE,FRONT_WHEEL_DRIVE,V6,Chevrolet,98000,Impala Limited,Automatic,4,3,,True,5,DEALER,LT FWD,6495.0
274287231,0,Sedan,2013,23 MPG,3,GOOD_PRICE,40.928925,WHITE,FRONT_WHEEL_DRIVE,V6,Chevrolet,87295,Impala,Automatic,4,3,,True,5,DEALER,LTZ FWD,6895.0
273423496,0,Sedan,2015,24 MPG,15,GOOD_PRICE,186.27548,SILVER,FRONT_WHEEL_DRIVE,V6,Chevrolet,78506,Impala,Automatic,5,2,,True,5,DEALER,2LT FWD,12500.0
266634733,0,Sedan,2016,24 MPG,119,GOOD_PRICE,110.87764,BLUE,FRONT_WHEEL_DRIVE,V6,Chevrolet,124201,Impala,Automatic,7,1,True,True,5,DEALER,LTZ 2LZ FWD,11795.0
263101650,0,Sedan,2017,35 MPG,158,GOOD_PRICE,187.66557,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,49833,Cruze,6-Speed Automatic,4,1,,,5,DEALER,LT Sedan FWD,10879.0
274531941,0,Sedan,2018,29 MPG,1,GOOD_PRICE,149.26051,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,26763,Sonic,6-Speed Automatic,4,1,,,5,DEALER,LT Sedan FWD,10888.0
271061933,0,Sedan,2016,32 MPG,53,GOOD_PRICE,76.475746,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,97497,Malibu,Automatic,4,1,,True,5,DEALER,1LT FWD,9980.0
258944951,0,Sedan,2016,31 MPG,207,GOOD_PRICE,12.339732,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,71147,Cruze Limited,6-Speed Automatic Overdrive,7,3,,True,5,DEALER,2LT FWD,8800.0
273633477,0,Sedan,2017,35 MPG,11,GOOD_PRICE,122.73602,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,55979,Cruze,Automatic,4,3,True,True,5,DEALER,LS Sedan FWD,9999.0
273973977,0,Sedan,2005,,8,GOOD_PRICE,8.515359,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,135413,Cobalt,4-Speed Automatic Overdrive,2,2,,True,5,DEALER,LT Sedan FWD,1987.0
274201236,0,Sedan,2015,24 MPG,4,GOOD_PRICE,101.649925,WHITE,FRONT_WHEEL_DRIVE,V6,Chevrolet,66559,Impala,Automatic,3,,,True,5,DEALER,2LT FWD,12995.0
250350767,0,Sedan,2016,27 MPG,300,GOOD_PRICE,122.73602,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,55174,Malibu,Automatic,5,2,,True,5,DEALER,Premier FWD,14599.0
271990874,0,Sedan,2017,35 MPG,37,GOOD_PRICE,42.74847,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,61019,Cruze,6-Speed Automatic,4,1,,True,5,DEALER,LT Sedan FWD,9998.0
273860157,1,Sedan,2017,31 MPG,9,GOOD_PRICE,110.18938,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,4344,Malibu,6-Speed Automatic,5,1,,,5,DEALER,LT FWD,15611.0
265734009,0,Sedan,2017,35 MPG,128,GOOD_PRICE,121.90373,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,20611,Cruze,6-Speed Automatic,10,1,,True,5,DEALER,LT Sedan FWD,13799.0
272081451,0,Sedan,2017,35 MPG,36,GOOD_PRICE,108.00245,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,35000,Cruze,6-Speed Automatic,5,1,,True,5,DEALER,LT Sedan FWD,11995.0
268842190,0,Sedan,2019,32 MPG,95,GOOD_PRICE,49.97875,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,32773,Malibu,Automatic,5,1,,True,5,DEALER,LT FWD,14974.0
272423531,1,Sedan,2016,,29,GOOD_PRICE,134.09773,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,32378,Cruze Limited,6-Speed Automatic,3,1,,True,5,DEALER,1LT FWD,9999.0
272717607,2,Sedan,2014,31 MPG,24,GOOD_PRICE,61.363556,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,100722,Cruze,6-Speed Automatic,1,4,,True,5,DEALER,LT Fleet Sedan FWD,5990.0
274661203,0,Sedan,2012,,0,GOOD_PRICE,99.28045,WHITE,FRONT_WHEEL_DRIVE,V6,Chevrolet,109000,Impala,6-Speed Automatic,2,3,,True,5,DEALER,LTZ FWD,5489.0
267613737,0,Sedan,2011,29 MPG,108,GOOD_PRICE,182.28436,GOLD,FRONT_WHEEL_DRIVE,I4,Chevrolet,109598,Cruze,Automatic,5,3,,True,5,DEALER,2LT Sedan FWD,5495.0
258803607,1,Sedan,2016,32 MPG,210,GOOD_PRICE,107.54214,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,89484,Malibu,6-Speed Automatic,4,1,,True,5,DEALER,1LT FWD,9999.0
271624698,0,Sedan,2017,35 MPG,44,GOOD_PRICE,45.300198,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,33438,Cruze,6-Speed Automatic,4,3,,True,5,DEALER,LS Sedan FWD,10890.0
268305258,0,Sedan,2019,32 MPG,101,GOOD_PRICE,149.81287,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,36238,Malibu,Continuously Variable Transmission,4,1,,True,5,DEALER,LT FWD,15000.0
268998416,0,Sedan,2014,,93,GOOD_PRICE,185.97641,BLACK,FRONT_WHEEL_DRIVE,V6,Chevrolet,68819,Impala Limited,6-Speed Automatic,5,3,,True,6,DEALER,LT FWD,7995.0
271721926,0,Sedan,2019,33 MPG,42,GOOD_PRICE,97.14407,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,39216,Cruze,6-Speed Automatic,4,2,True,True,5,DEALER,LT Sedan FWD,12330.0
271136780,0,Sedan,2016,31 MPG,52,GOOD_PRICE,43.94558,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,36669,Cruze Limited,Automatic,3,2,True,True,5,DEALER,1LT FWD,9587.0
274502616,2,Sedan,2010,28 MPG,1,GOOD_PRICE,127.40032,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,114332,Cobalt,4-Speed Automatic,1,2,,True,5,DEALER,1LT Sedan FWD,2970.0
273824370,0,Sedan,2018,23 MPG,9,GOOD_PRICE,110.87764,BLACK,FRONT_WHEEL_DRIVE,V6,Chevrolet,41122,Impala,Automatic,10,2,True,True,5,DEALER,Premier FWD,18350.0
272257173,1,Sedan,2016,32 MPG,32,GOOD_PRICE,42.74847,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,38664,Malibu,6-Speed Automatic,4,1,,True,5,DEALER,LS FWD,10998.0
269935789,0,Sedan,2015,24 MPG,80,GOOD_PRICE,135.11565,RED,FRONT_WHEEL_DRIVE,V6,Chevrolet,44741,Impala,6-Speed Automatic Overdrive,8,3,,True,5,DEALER,LTZ 2LZ FWD,16499.0
270979484,0,Sedan,2015,,56,GOOD_PRICE,22.634085,UNKNOWN,FRONT_WHEEL_DRIVE,V6,Chevrolet,36185,Impala,6-Speed Automatic,7,1,,True,5,DEALER,LTZ 2LZ FWD,16995.0
272484802,0,Sedan,2015,31 MPG,29,GOOD_PRICE,12.850211,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,87944,Cruze,Automatic,4,1,,True,5,DEALER,1LT Sedan FWD,6900.0
265165283,1,Sedan,2015,26 MPG,135,GOOD_PRICE,155.89148,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,48516,Impala,Automatic,6,2,,,5,DEALER,1LT FWD,13195.0
270972302,0,Sedan,2018,34 MPG,56,GOOD_PRICE,135.0606,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,33642,Cruze,6-Speed Automatic,6,1,,True,5,DEALER,LT Sedan FWD,12325.0
271942047,1,Sedan,2015,,37,GOOD_PRICE,142.16324,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,88916,Malibu,6-Speed Automatic,3,1,,True,5,DEALER,1LT FWD,8870.0
271460616,1,Sedan,2017,31 MPG,46,GOOD_PRICE,128.5498,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,101707,Malibu,Automatic,6,1,True,True,5,DEALER,LS Fleet FWD,9494.0
270751810,0,Sedan,2016,32 MPG,60,GOOD_PRICE,132.61304,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,103375,Malibu,Automatic,4,2,,True,5,DEALER,LS Fleet FWD,9225.0
264241899,0,Sedan,2013,27 MPG,146,GOOD_PRICE,131.99559,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,66121,Malibu,Automatic,3,2,,True,5,DEALER,LS FWD,7700.0
265843731,1,Sedan,2016,32 MPG,127,GOOD_PRICE,146.77452,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,44678,Malibu,6-Speed Automatic,4,1,,True,5,DEALER,1LT FWD,12698.0
272587670,0,Sedan,2012,23 MPG,27,GOOD_PRICE,151.67278,BLUE,FRONT_WHEEL_DRIVE,V6,Chevrolet,153120,Impala,6-Speed Automatic Overdrive,6,4,,True,5,DEALER,LT Fleet FWD,3900.0
272022257,0,Sedan,2015,30 MPG,36,GOOD_PRICE,135.32487,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Chevrolet,72432,Malibu,Automatic,6,2,True,True,5,DEALER,1LT FWD,9814.0
259527873,1,Sedan,2017,31 MPG,200,GOOD_PRICE,36.752354,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,39178,Malibu,6-Speed Automatic,6,2,,True,5,DEALER,LT FWD,13277.0
274128170,1,Sedan,2011,27 MPG,5,GOOD_PRICE,108.19296,BROWN,FRONT_WHEEL_DRIVE,I4,Chevrolet,147492,Malibu,Automatic,2,4,,True,5,DEALER,1LT FWD,3800.0
243339425,0,Sedan,2016,35 MPG,374,GOOD_PRICE,194.2208,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,40014,Cruze,6-Speed Automatic,5,1,,True,5,DEALER,LT Sedan FWD,11388.0
272866441,0,Sedan,2019,32 MPG,22,GOOD_PRICE,133.67046,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,35679,Malibu,Continuously Variable Transmission,3,1,,True,5,DEALER,LS Fleet FWD,13999.0
274269449,0,Sedan,2016,32 MPG,3,GOOD_PRICE,8.037605,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,16512,Malibu,6-Speed Automatic,4,,,True,5,DEALER,1LT FWD,13499.0
268425300,1,Sedan,2014,31 MPG,100,GOOD_PRICE,172.7768,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,110440,Cruze,Automatic,4,3,True,True,5,DEALER,2LT Sedan FWD,5995.0
273270107,0,Sedan,2017,31 MPG,17,GOOD_PRICE,8.591505,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,32127,Malibu,6-Speed Automatic,4,1,,True,5,DEALER,LS FWD,12373.0
273802658,0,Sedan,2012,30 MPG,9,GOOD_PRICE,45.834534,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,84816,Sonic,6-Speed Automatic,5,2,,True,5,DEALER,2LT Sedan FWD,5222.0
274189231,0,Sedan,2012,,4,GOOD_PRICE,8.278317,WHITE,FRONT_WHEEL_DRIVE,V6,Chevrolet,117823,Impala,6-Speed Automatic,4,3,,True,5,DEALER,LT Fleet FWD,4999.0
269754332,0,Sedan,2012,31 MPG,83,GOOD_PRICE,130.48976,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Chevrolet,72689,Cruze,Automatic,4,2,True,True,5,DEALER,1LT Sedan FWD,6420.0
269279875,0,Sedan,2017,31 MPG,89,GOOD_PRICE,169.71378,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,8195,Malibu,6-Speed Automatic,6,1,True,True,5,DEALER,LT FWD,15400.0
273101416,0,Sedan,2017,31 MPG,19,GOOD_PRICE,172.63588,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,35671,Malibu,Automatic,5,1,True,True,5,DEALER,LT FWD,13987.0
274472149,0,Sedan,2013,27 MPG,1,GOOD_PRICE,117.650955,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Chevrolet,102226,Malibu,Automatic,0,4,,,5,DEALER,1LT FWD,6995.0
273248204,0,Sedan,2018,31 MPG,17,GOOD_PRICE,172.63588,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,37378,Malibu,Automatic,4,1,True,True,5,DEALER,LS FWD,13510.0
260001350,0,Sedan,2015,,196,GOOD_PRICE,98.06084,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,97112,Cruze,6-Speed Automatic,9,2,,True,5,DEALER,LTZ Sedan FWD,8495.0
273386645,0,Sedan,2014,,15,GOOD_PRICE,106.24222,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,108205,Cruze,6-Speed Automatic Overdrive,5,2,,True,5,DEALER,1LT Sedan FWD,5997.0
272732586,0,Sedan,2017,31 MPG,24,GOOD_PRICE,172.63588,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,30205,Malibu,Automatic,4,1,True,True,5,DEALER,LT FWD,14302.0
267892948,0,Sedan,2017,31 MPG,106,GOOD_PRICE,185.9232,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,23716,Malibu,Automatic,6,1,,True,5,DEALER,LT FWD,14995.0
270787343,0,Sedan,2017,35 MPG,60,GOOD_PRICE,175.43703,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,29505,Cruze,6-Speed Automatic,4,1,,True,5,DEALER,LT Sedan FWD,12500.0
271520160,0,Sedan,2018,34 MPG,45,GOOD_PRICE,165.027,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,34361,Cruze,6-Speed Automatic,6,1,,True,5,DEALER,Premier Sedan FWD,13995.0
272706987,0,Sedan,2017,31 MPG,24,GOOD_PRICE,28.11143,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,23044,Malibu,6-Speed Automatic,4,1,,True,5,DEALER,LT FWD,14123.0
272324979,0,Sedan,2017,31 MPG,31,GOOD_PRICE,172.63588,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,35239,Malibu,Automatic,4,1,,True,5,DEALER,LS FWD,12988.0
270442209,0,Sedan,2016,35 MPG,70,GOOD_PRICE,42.74847,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,55309,Cruze,6-Speed Automatic,4,1,,True,5,DEALER,LS Sedan FWD,8998.0
273116195,1,Sedan,2016,32 MPG,18,GOOD_PRICE,133.67046,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,45328,Malibu,Automatic,5,1,,True,5,DEALER,1LT FWD,12426.0
267515741,0,Sedan,2013,23 MPG,109,GOOD_PRICE,135.44981,BLACK,FRONT_WHEEL_DRIVE,V6,Chevrolet,136378,Impala,Automatic,4,1,True,True,6,DEALER,LT FWD,4475.0
270467961,0,Sedan,2016,35 MPG,69,GOOD_PRICE,42.74847,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,55485,Cruze,6-Speed Automatic,4,2,,True,5,DEALER,LS Sedan FWD,8998.0
257957387,0,Sedan,2016,32 MPG,219,GOOD_PRICE,177.36815,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,37879,Malibu,6-Speed Automatic,5,3,,True,5,DEALER,1LT FWD,13007.0
254643346,0,Sedan,2016,35 MPG,255,GOOD_PRICE,185.67525,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,42421,Cruze,Automatic,0,2,,True,5,DEALER,LT Sedan FWD,11295.0
273322043,1,Sedan,2012,,16,GOOD_PRICE,53.370026,GOLD,FRONT_WHEEL_DRIVE,,Chevrolet,113447,Malibu,6-Speed Automatic,4,2,,True,5,DEALER,2LT FWD,4995.0
266450727,0,Sedan,2018,31 MPG,120,GOOD_PRICE,106.82489,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,41725,Malibu,Automatic,3,1,,True,5,DEALER,LS FWD,13200.0
270055930,0,Sedan,2014,24 MPG,79,GOOD_PRICE,54.838924,RED,FRONT_WHEEL_DRIVE,V6,Chevrolet,107609,Impala,6-Speed Automatic Overdrive,6,2,,True,5,DEALER,2LT FWD,9969.0
273296448,0,Sedan,2015,31 MPG,16,GOOD_PRICE,144.00851,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,87109,Cruze,Automatic,6,3,,True,5,DEALER,LTZ Sedan FWD,8999.0
272419346,0,Sedan,2017,35 MPG,30,GOOD_PRICE,181.00511,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,86313,Cruze,6-Speed Automatic,6,1,,True,5,DEALER,LT Sedan FWD,9900.0
271598670,0,Sedan,2019,33 MPG,44,GOOD_PRICE,27.304802,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,38031,Cruze,Automatic,4,1,,True,5,DEALER,LT Sedan FWD,12190.0
271834063,0,Sedan,2017,31 MPG,39,GOOD_PRICE,147.82745,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,69243,Malibu,6-Speed Automatic,4,3,,True,5,DEALER,LT FWD,11995.0
274318041,0,Sedan,2016,35 MPG,3,GOOD_PRICE,95.57942,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,103765,Cruze,Automatic,4,2,,,5,DEALER,LS Sedan FWD,7000.0
271928549,0,Sedan,2015,30 MPG,38,GOOD_PRICE,27.122696,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,61489,Malibu,6-Speed Automatic Overdrive,3,1,True,True,5,DEALER,1LT FWD,10000.0
271243233,0,Sedan,2018,34 MPG,50,GOOD_PRICE,165.027,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,32981,Cruze,6-Speed Automatic,6,1,,True,5,DEALER,Premier Sedan FWD,14123.0
271520161,0,Sedan,2019,23 MPG,45,GOOD_PRICE,165.027,GRAY,FRONT_WHEEL_DRIVE,V6,Chevrolet,34914,Impala,6-Speed Automatic Overdrive,7,1,,True,5,DEALER,Premier FWD,20257.0
271196735,0,Sedan,2017,27 MPG,51,GOOD_PRICE,110.96828,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,39163,Malibu,Automatic,5,1,,True,5,DEALER,Premier FWD,16968.0
271057057,0,Sedan,2014,30 MPG,53,GOOD_PRICE,53.32766,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,63248,Malibu,6-Speed Automatic Overdrive,3,3,,True,5,DEALER,LS FWD,8849.0
272866447,0,Sedan,2017,34 MPG,22,GOOD_PRICE,133.67046,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,59933,Cruze,Automatic,10,2,,True,5,DEALER,Premier Sedan FWD,11999.0
272007737,0,Sedan,2011,27 MPG,36,GOOD_PRICE,8.278317,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,69601,Malibu,6-Speed Automatic,2,3,,True,5,DEALER,LS FWD,5699.0
267975091,0,Sedan,2019,33 MPG,105,GOOD_PRICE,15.325292,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,34205,Cruze,6-Speed Automatic,4,1,True,True,5,DEALER,LT Sedan FWD,12480.0
271664652,0,Sedan,2011,24 MPG,43,GOOD_PRICE,62.545444,BLUE,FRONT_WHEEL_DRIVE,V6,Chevrolet,134570,Impala,4-Speed Automatic,4,2,,True,5,DEALER,LT FWD,4500.0
268425681,0,Sedan,2017,31 MPG,100,GOOD_PRICE,29.085087,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,63759,Malibu,6-Speed Automatic,4,2,,True,5,DEALER,LS FWD,11295.0
262640576,0,Sedan,2017,26 MPG,164,GOOD_PRICE,187.64845,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,29410,Impala,Automatic,3,1,,True,5,DEALER,LS FWD,14900.0
266932963,0,Sedan,2017,31 MPG,115,GOOD_PRICE,89.755066,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,100264,Malibu,6-Speed Automatic,4,1,,True,5,DEALER,LS FWD,9900.0
273343544,1,Sedan,2013,,16,GOOD_PRICE,187.94482,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,102236,Malibu,6-Speed Automatic,10,2,,True,5,DEALER,LTZ 1LZ FWD,7990.0
273287497,0,Sedan,2019,32 MPG,16,GOOD_PRICE,124.39343,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,23617,Malibu,Continuously Variable Transmission,4,1,,True,5,DEALER,LT FWD,15490.0
271823221,0,Sedan,2019,23 MPG,39,GOOD_PRICE,165.027,BLACK,FRONT_WHEEL_DRIVE,V6,Chevrolet,33757,Impala,6-Speed Automatic Overdrive,7,1,,True,5,DEALER,Premier FWD,20428.0
263573925,1,Sedan,2014,31 MPG,154,GOOD_PRICE,7.222726,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,90125,Cruze,Automatic,9,3,,True,5,DEALER,2LT Sedan FWD,6499.0
265638422,0,Sedan,2017,31 MPG,129,GOOD_PRICE,121.90373,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,25096,Malibu,6-Speed Automatic,9,1,,True,5,DEALER,LT FWD,16195.0
272450191,0,Sedan,2015,30 MPG,29,GOOD_PRICE,142.63914,SILVER,FRONT_WHEEL_DRIVE,I4,Chevrolet,58304,Malibu,6-Speed Automatic Overdrive,4,1,,True,5,DEALER,LS FWD,9999.0
271257422,0,Sedan,2017,27 MPG,50,GOOD_PRICE,186.74495,WHITE,FRONT_WHEEL_DRIVE,I4,Chevrolet,14606,Malibu,9-Speed Automatic,9,1,,True,5,DEALER,Premier FWD,19314.0
273939042,0,Sedan,2012,28 MPG,8,GOOD_PRICE,115.15083,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,73000,Cruze,6-Speed Automatic,3,2,,True,5,DEALER,LS Sedan FWD,6295.0
274448484,0,Sedan,2014,,2,GOOD_PRICE,188.37056,SILVER,FRONT_WHEEL_DRIVE,V6,Chevrolet,96259,Impala Limited,6-Speed Automatic,3,3,,True,6,DEALER,LS FWD,6995.0
267592885,0,Sedan,2012,,109,GOOD_PRICE,173.715,GOLD,FRONT_WHEEL_DRIVE,V6,Chevrolet,68750,Impala,6-Speed Automatic,4,1,,True,5,DEALER,LT FWD,7495.0
267872465,1,Sedan,2017,35 MPG,106,GOOD_PRICE,127.28749,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Chevrolet,35930,Cruze,Automatic,5,1,,True,5,DEALER,LT Sedan FWD,12489.0
269763567,0,Sedan,2017,31 MPG,83,GOOD_PRICE,182.85747,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,29891,Sonic,Automatic,5,1,,True,5,DEALER,LT Sedan FWD,11000.0
272833971,0,Sedan,2017,31 MPG,23,GOOD_PRICE,196.73256,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,39178,Malibu,6-Speed Automatic,4,1,,True,5,DEALER,LS FWD,13000.0
273476368,1,Sedan,2016,32 MPG,14,GOOD_PRICE,95.78621,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,67190,Malibu,6-Speed Automatic,4,1,,True,5,DEALER,1LT FWD,11475.0
272891918,0,Sedan,2015,,22,GOOD_PRICE,115.5212,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,53092,Malibu,6-Speed Automatic,7,2,,True,5,DEALER,1LT FWD,10995.0
210632864,1,Sedan,2018,31 MPG,733,GOOD_PRICE,98.06489,GRAY,FRONT_WHEEL_DRIVE,I4,Chevrolet,9150,Malibu,6-Speed Automatic,3,1,,True,5,DEALER,LT FWD,14995.0
266762397,0,Sedan,2015,31 MPG,118,GOOD_PRICE,172.41833,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,67000,Cruze,Automatic,4,1,,True,5,DEALER,1LT Sedan FWD,8350.0
271802331,1,Sedan,2016,31 MPG,40,GOOD_PRICE,8.037605,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,39087,Cruze Limited,6-Speed Automatic Overdrive,3,2,,True,5,DEALER,1LT FWD,9299.0
232012404,0,Sedan,2017,35 MPG,494,GOOD_PRICE,132.61304,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,29607,Cruze,Automatic,12,2,,True,5,DEALER,LT Sedan FWD,12450.0
259833387,0,Sedan,2015,,197,GOOD_PRICE,187.94482,SILVER,FRONT_WHEEL_DRIVE,V6,Chevrolet,42833,Impala,6-Speed Automatic,10,1,,True,5,DEALER,LTZ 2LZ FWD,16990.0
273918166,2,Sedan,2012,31 MPG,8,GOOD_PRICE,145.87906,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,119750,Cruze,6-Speed Automatic,1,5,,True,5,DEALER,1LT Sedan FWD,4995.0
268754219,0,Sedan,2017,26 MPG,97,GOOD_PRICE,15.420056,BLACK,FRONT_WHEEL_DRIVE,I4,Chevrolet,39732,Impala,6-Speed Automatic,6,2,,True,5,DEALER,LT FWD,14795.0
273447922,0,Sedan,2017,35 MPG,15,GOOD_PRICE,27.304802,RED,FRONT_WHEEL_DRIVE,I4,Chevrolet,26976,Cruze,Automatic,4,2,,True,5,DEALER,LT Sedan FWD,12090.0
268596241,0,Sedan,2017,35 MPG,99,GOOD_PRICE,188.87563,BLUE,FRONT_WHEEL_DRIVE,I4,Chevrolet,34369,Cruze,6-Speed Automatic,4,1,,True,5,DEALER,LT Sedan FWD,12775.0
