Id,Accidents,Body_type,Year,Fuel_economy_combined,Days_on_market,Rating,Distance,Color,Drivetrain,Engine,Make,Mileage,Model,Transmission,Additional_features,Previous_owners,Price_drops,Photos,Seats,Seller_type,Trim,Price
273670580,0,SUV / Crossover,2018,26 MPG,11,FAIR_PRICE,108.16749,BLUE,FRONT_WHEEL_DRIVE,I4,Hyundai,18385,Tucson,6-Speed Automatic,3,1,True,True,5,DEALER,2.0L SE FWD,15955.0
272112136,0,SUV / Crossover,2017,23 MPG,35,FAIR_PRICE,133.39069,SILVER,ALL_WHEEL_DRIVE,I4,Hyundai,61436,Santa Fe Sport,6-Speed Automatic,3,1,,True,5,DEALER,2.4L AWD,14998.0
272917149,0,SUV / Crossover,2016,21 MPG,22,FAIR_PRICE,114.72605,SILVER,ALL_WHEEL_DRIVE,I4,Hyundai,53503,Santa Fe Sport,Automatic,6,1,,True,5,DEALER,2.0T AWD,17450.0
272961293,0,SUV / Crossover,2013,,21,FAIR_PRICE,185.46646,BLUE,ALL_WHEEL_DRIVE,I4,Hyundai,107105,Santa Fe Sport,6-Speed Automatic Overdrive,3,1,,True,5,DEALER,2.0T AWD,10990.0
273288025,0,SUV / Crossover,2019,24 MPG,16,FAIR_PRICE,36.87403,GRAY,,I4,Hyundai,9985,Santa Fe,8-Speed Automatic,4,1,,True,5,DEALER,2.4L SE AWD,20495.0
273288424,0,SUV / Crossover,2012,,16,FAIR_PRICE,135.0606,GREEN,FRONT_WHEEL_DRIVE,I4,Hyundai,132068,Tucson,6-Speed Automatic Overdrive,2,2,,True,5,DEALER,GLS FWD,6862.0
259086700,1,SUV / Crossover,2015,23 MPG,206,FAIR_PRICE,97.46071,WHITE,ALL_WHEEL_DRIVE,I4,Hyundai,94432,Tucson,Automatic,3,1,,True,5,DEALER,GLS AWD,10385.0
273473305,0,SUV / Crossover,2017,26 MPG,14,FAIR_PRICE,185.9232,WHITE,ALL_WHEEL_DRIVE,I4,Hyundai,43434,Tucson,Automatic,6,1,,True,5,DEALER,1.6T Limited AWD,18995.0
272474871,0,SUV / Crossover,2019,21 MPG,29,FAIR_PRICE,101.54244,RED,ALL_WHEEL_DRIVE,I4,Hyundai,28534,Santa Fe,Automatic,8,1,,True,5,DEALER,2.0T Ultimate AWD,28999.0
262705481,0,SUV / Crossover,2019,23 MPG,163,FAIR_PRICE,142.63914,WHITE,ALL_WHEEL_DRIVE,I4,Hyundai,36153,Tucson,6-Speed Automatic,3,1,,True,5,DEALER,SE AWD,16498.0
273105950,0,SUV / Crossover,2017,26 MPG,18,FAIR_PRICE,21.695168,BLUE,FRONT_WHEEL_DRIVE,I4,Hyundai,20608,Tucson,6-Speed Automatic,3,1,,True,5,DEALER,2.0L SE FWD,15126.0
272379950,0,SUV / Crossover,2017,23 MPG,30,FAIR_PRICE,50.608402,GRAY,ALL_WHEEL_DRIVE,I4,Hyundai,32411,Santa Fe Sport,Automatic,4,1,,True,5,DEALER,2.4L AWD,16865.0
272474868,0,SUV / Crossover,2013,23 MPG,29,FAIR_PRICE,101.54244,UNKNOWN,ALL_WHEEL_DRIVE,I4,Hyundai,37624,Santa Fe Sport,Automatic,4,2,,True,5,DEALER,2.4L AWD,13999.0
271474248,0,SUV / Crossover,2018,23 MPG,46,FAIR_PRICE,6.1793013,WHITE,ALL_WHEEL_DRIVE,I4,Hyundai,46350,Tucson,6-Speed Automatic,3,1,,True,5,DEALER,2.0L SEL AWD,14798.0
273569546,0,SUV / Crossover,2017,23 MPG,13,FAIR_PRICE,21.695168,UNKNOWN,ALL_WHEEL_DRIVE,I4,Hyundai,27289,Tucson,6-Speed Automatic,6,1,True,True,5,DEALER,2.0L SE Plus AWD,17733.0
273865495,1,SUV / Crossover,2018,27 MPG,9,FAIR_PRICE,27.368555,RED,ALL_WHEEL_DRIVE,I4,Hyundai,7715,Kona,6-Speed Automatic,3,1,,True,5,DEALER,SE AWD,16421.0
272375446,1,SUV / Crossover,2017,,30,FAIR_PRICE,8.037605,GRAY,ALL_WHEEL_DRIVE,I4,Hyundai,31655,Tucson,7-Speed Automatic,4,1,,True,5,DEALER,1.6T Sport AWD,16493.0
249837836,0,SUV / Crossover,2016,26 MPG,305,FAIR_PRICE,185.20001,BLACK,ALL_WHEEL_DRIVE,I4,Hyundai,61094,Tucson,Automatic,8,1,,True,5,DEALER,1.6T Limited AWD,16888.0
271243316,0,SUV / Crossover,2016,,50,FAIR_PRICE,27.652212,SILVER,ALL_WHEEL_DRIVE,I4,Hyundai,91076,Tucson,7-Speed Automatic,7,1,,True,5,DEALER,1.6T Limited AWD,14560.0
274200085,0,SUV / Crossover,2016,,4,FAIR_PRICE,27.701996,UNKNOWN,ALL_WHEEL_DRIVE,I4,Hyundai,27783,Tucson,7-Speed Automatic Overdrive,7,2,True,True,5,DEALER,1.6T Limited AWD,18977.0
264220641,0,SUV / Crossover,2017,23 MPG,146,FAIR_PRICE,181.73546,GRAY,ALL_WHEEL_DRIVE,I4,Hyundai,32074,Santa Fe Sport,6-Speed Automatic,3,1,,True,5,DEALER,2.4L AWD,16628.0
272350204,1,SUV / Crossover,2019,26 MPG,30,FAIR_PRICE,124.39343,WHITE,FRONT_WHEEL_DRIVE,I4,Hyundai,29336,Tucson,6-Speed Automatic,3,1,,True,5,DEALER,SE FWD,15298.0
267856786,0,SUV / Crossover,2013,21 MPG,106,FAIR_PRICE,106.80184,BLUE,ALL_WHEEL_DRIVE,I4,Hyundai,73735,Santa Fe Sport,Automatic,2,2,,True,5,DEALER,2.0T AWD,12900.0
269996600,0,SUV / Crossover,2019,30 MPG,80,FAIR_PRICE,123.59834,GRAY,,I4,Hyundai,23756,Kona,6-Speed Automatic,8,2,,True,5,DEALER,SE FWD,15229.0
271776541,1,SUV / Crossover,2016,,41,FAIR_PRICE,185.46646,BLUE,ALL_WHEEL_DRIVE,I4,Hyundai,32274,Tucson,7-Speed Automatic,6,2,,True,5,DEALER,1.6T Limited AWD,18167.0
273334948,0,SUV / Crossover,2006,21 MPG,16,FAIR_PRICE,185.45293,RED,FOUR_WHEEL_DRIVE,V6,Hyundai,151708,Tucson,Automatic,0,3,,True,5,DEALER,GLS 4WD,3995.0
272593470,0,SUV / Crossover,2018,27 MPG,27,FAIR_PRICE,112.31313,WHITE,ALL_WHEEL_DRIVE,I4,Hyundai,49289,Kona,6-Speed Automatic,3,1,True,True,5,DEALER,SEL AWD,16315.0
267640280,0,SUV / Crossover,2019,27 MPG,108,FAIR_PRICE,14.998093,BLACK,ALL_WHEEL_DRIVE,I4,Hyundai,26274,Kona,6-Speed Automatic,3,1,,True,5,DEALER,SE AWD,15990.0
273952567,0,SUV / Crossover,2017,23 MPG,8,FAIR_PRICE,170.31328,UNKNOWN,ALL_WHEEL_DRIVE,I4,Hyundai,26066,Santa Fe Sport,6-Speed Automatic,3,1,,,5,DEALER,2.4L AWD,16926.0
273266517,1,SUV / Crossover,2011,23 MPG,17,FAIR_PRICE,112.33087,UNKNOWN,ALL_WHEEL_DRIVE,V6,Hyundai,110650,Santa Fe,6-Speed Automatic,5,1,,,5,DEALER,3.5L Limited AWD,8117.0
273345164,0,SUV / Crossover,2016,23 MPG,16,FAIR_PRICE,15.354693,SILVER,ALL_WHEEL_DRIVE,I4,Hyundai,31458,Tucson,Automatic,3,1,,True,5,DEALER,2.0L SE AWD,14995.0
273984699,0,SUV / Crossover,2016,22 MPG,8,FAIR_PRICE,157.34549,SILVER,ALL_WHEEL_DRIVE,I4,Hyundai,109286,Santa Fe Sport,6-Speed Automatic,2,3,,True,5,DEALER,2.4L AWD,10995.0
267627930,1,SUV / Crossover,2014,22 MPG,108,FAIR_PRICE,195.55122,BLUE,ALL_WHEEL_DRIVE,I4,Hyundai,115007,Santa Fe Sport,Automatic,2,2,,True,5,DEALER,2.4L AWD,9900.0
271877692,0,SUV / Crossover,2017,,38,FAIR_PRICE,27.652212,GRAY,ALL_WHEEL_DRIVE,I4,Hyundai,29118,Tucson,7-Speed Automatic,3,1,,True,5,DEALER,1.6T Sport AWD,17590.0
262832165,0,SUV / Crossover,2018,24 MPG,162,FAIR_PRICE,177.36815,GRAY,FRONT_WHEEL_DRIVE,I4,Hyundai,31791,Santa Fe Sport,Automatic,3,1,,True,5,DEALER,2.4L FWD,15487.0
267636228,0,SUV / Crossover,2017,23 MPG,108,FAIR_PRICE,106.58833,WHITE,ALL_WHEEL_DRIVE,I4,Hyundai,27904,Tucson,6-Speed Automatic,3,1,,True,5,DEALER,2.0L SE AWD,16369.0
272847443,0,SUV / Crossover,2017,23 MPG,23,FAIR_PRICE,177.60493,UNKNOWN,ALL_WHEEL_DRIVE,I4,Hyundai,30002,Tucson,6-Speed Automatic,3,1,,True,5,DEALER,2.0L SE AWD,16499.0
273304985,0,SUV / Crossover,2017,,16,FAIR_PRICE,99.94701,BLACK,ALL_WHEEL_DRIVE,I4,Hyundai,51105,Tucson,7-Speed Automatic,3,1,True,True,5,DEALER,1.6T Eco AWD,15200.0
272593251,0,SUV / Crossover,2014,,27,FAIR_PRICE,150.7621,GRAY,ALL_WHEEL_DRIVE,I4,Hyundai,146936,Santa Fe Sport,6-Speed Automatic Overdrive,6,1,,,5,DEALER,2.4L AWD,8941.0
262687338,0,SUV / Crossover,2012,25 MPG,164,FAIR_PRICE,101.54244,BLACK,FRONT_WHEEL_DRIVE,I4,Hyundai,125589,Tucson,Automatic,2,1,,True,5,DEALER,GLS FWD,7329.0
273669330,0,SUV / Crossover,2019,23 MPG,11,FAIR_PRICE,114.820816,BLACK,ALL_WHEEL_DRIVE,I4,Hyundai,41619,Tucson,6-Speed Automatic,3,1,,True,5,DEALER,SE AWD,16180.0
247648066,0,SUV / Crossover,2016,23 MPG,329,FAIR_PRICE,124.84581,BLUE,ALL_WHEEL_DRIVE,I4,Hyundai,12511,Tucson,Automatic,6,1,,True,5,DEALER,2.0L SE AWD,16495.0
273283226,1,SUV / Crossover,2013,25 MPG,16,FAIR_PRICE,96.49193,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Hyundai,66173,Tucson,Automatic,6,3,,True,5,DEALER,Limited FWD,10995.0
271822833,0,SUV / Crossover,2019,27 MPG,39,FAIR_PRICE,169.71378,WHITE,ALL_WHEEL_DRIVE,I4,Hyundai,23855,Kona,6-Speed Automatic,3,1,,True,5,DEALER,SE AWD,16500.0
273575675,0,SUV / Crossover,2013,25 MPG,13,FAIR_PRICE,120.82033,SILVER,FRONT_WHEEL_DRIVE,I4,Hyundai,129149,Santa Fe Sport,Automatic,4,4,,True,5,DEALER,2.4L FWD,8995.0
270086772,1,SUV / Crossover,2018,23 MPG,79,FAIR_PRICE,179.79822,GRAY,ALL_WHEEL_DRIVE,I4,Hyundai,24274,Tucson,6-Speed Automatic,3,1,,True,5,DEALER,2.0L SE AWD,16228.0
271740678,0,SUV / Crossover,2019,23 MPG,42,FAIR_PRICE,110.32542,BLACK,ALL_WHEEL_DRIVE,I4,Hyundai,30305,Tucson,Automatic,3,1,,True,5,DEALER,SE AWD,16987.0
273639580,0,SUV / Crossover,2011,,11,FAIR_PRICE,98.85502,SILVER,ALL_WHEEL_DRIVE,I4,Hyundai,187958,Santa Fe,6-Speed Automatic Overdrive,2,3,,True,5,DEALER,2.4L GLS AWD,4750.0
269030870,0,SUV / Crossover,2014,21 MPG,93,FAIR_PRICE,199.80481,UNKNOWN,ALL_WHEEL_DRIVE,V6,Hyundai,69973,Santa Fe,Automatic,8,2,True,True,6,DEALER,Limited AWD,15595.0
274251929,0,SUV / Crossover,2017,23 MPG,3,FAIR_PRICE,36.87403,SILVER,ALL_WHEEL_DRIVE,I4,Hyundai,12645,Santa Fe Sport,6-Speed Automatic,4,1,True,True,5,DEALER,2.4L AWD,17990.0
267676349,1,SUV / Crossover,2019,23 MPG,108,FAIR_PRICE,155.84853,SILVER,ALL_WHEEL_DRIVE,I4,Hyundai,30919,Tucson,Automatic,3,1,,True,5,DEALER,SE AWD,17500.0
268424435,0,SUV / Crossover,2007,20 MPG,100,FAIR_PRICE,44.77111,WHITE,FOUR_WHEEL_DRIVE,V6,Hyundai,111488,Tucson,4-Speed Automatic,3,2,True,True,5,DEALER,4 Dr SE 4X4,4800.0
272712788,0,SUV / Crossover,2018,27 MPG,24,FAIR_PRICE,181.26616,GRAY,ALL_WHEEL_DRIVE,I4,Hyundai,25348,Kona,Automatic,3,1,,True,5,DEALER,SEL AWD,17243.0
273044210,0,SUV / Crossover,2017,23 MPG,20,FAIR_PRICE,122.035515,GRAY,ALL_WHEEL_DRIVE,I4,Hyundai,35814,Tucson,6-Speed Automatic,6,2,,True,5,DEALER,2.0L SE AWD,15872.0
268585055,0,SUV / Crossover,2017,23 MPG,99,FAIR_PRICE,116.49189,BLACK,ALL_WHEEL_DRIVE,I4,Hyundai,44958,Santa Fe Sport,6-Speed Automatic,3,1,,True,5,DEALER,2.4L AWD,16358.0
269892158,0,SUV / Crossover,2019,25 MPG,80,FAIR_PRICE,99.43534,SILVER,FRONT_WHEEL_DRIVE,I4,Hyundai,18660,Santa Fe,8-Speed Automatic,4,2,,True,5,DEALER,2.4L SE FWD,18899.0
268999856,0,SUV / Crossover,2012,25 MPG,93,FAIR_PRICE,23.796679,BLUE,FRONT_WHEEL_DRIVE,I4,Hyundai,101000,Tucson,6-Speed Automatic,3,4,,True,5,DEALER,GLS FWD,7950.0
272915637,0,SUV / Crossover,2013,23 MPG,22,FAIR_PRICE,149.26051,BLACK,ALL_WHEEL_DRIVE,I4,Hyundai,92511,Tucson,6-Speed Automatic,2,2,,,5,DEALER,GLS AWD,9699.0
273617495,0,SUV / Crossover,2011,26 MPG,11,FAIR_PRICE,131.88469,BLACK,FRONT_WHEEL_DRIVE,I4,Hyundai,81710,Tucson,Automatic,5,,,True,5,DEALER,GLS FWD,8595.0
249907651,0,SUV / Crossover,2016,27 MPG,304,FAIR_PRICE,110.34406,WHITE,FRONT_WHEEL_DRIVE,I4,Hyundai,25709,Tucson,Automatic,6,1,,True,5,DEALER,2.0L SE FWD with Beige Seats,14995.0
264217448,0,SUV / Crossover,2019,21 MPG,146,FAIR_PRICE,71.49227,UNKNOWN,ALL_WHEEL_DRIVE,V6,Hyundai,8895,Santa Fe XL,6-Speed Automatic,4,,,True,7,DEALER,SE AWD,25998.0
267329332,0,SUV / Crossover,2017,23 MPG,112,FAIR_PRICE,70.9659,GRAY,ALL_WHEEL_DRIVE,I4,Hyundai,26026,Tucson,6-Speed Automatic,11,2,,True,5,DEALER,2.0L SE AWD,16800.0
268209925,0,SUV / Crossover,2008,20 MPG,102,FAIR_PRICE,10.269522,GREEN,ALL_WHEEL_DRIVE,V6,Hyundai,150893,Santa Fe,Automatic,1,4,,True,7,DEALER,3.3L Limited AWD,4995.0
273750884,0,SUV / Crossover,2018,24 MPG,10,FAIR_PRICE,159.93289,BLUE,FRONT_WHEEL_DRIVE,I4,Hyundai,42809,Santa Fe Sport,Automatic,3,1,,True,5,DEALER,2.4L FWD,14990.0
273101128,0,SUV / Crossover,2017,23 MPG,19,FAIR_PRICE,135.19644,RED,ALL_WHEEL_DRIVE,I4,Hyundai,12663,Santa Fe Sport,Automatic,4,1,,True,5,DEALER,2.4L AWD,18943.0
271665108,1,SUV / Crossover,2011,23 MPG,43,FAIR_PRICE,151.11748,BLUE,FRONT_WHEEL_DRIVE,V6,Hyundai,120000,Santa Fe,6-Speed Automatic,4,2,,True,5,DEALER,3.5L Limited FWD,7455.0
274451487,0,SUV / Crossover,2017,23 MPG,2,FAIR_PRICE,172.2175,BLACK,ALL_WHEEL_DRIVE,I4,Hyundai,33330,Tucson,Automatic,3,1,,True,5,DEALER,2.0L SE AWD,15995.0
270466294,0,SUV / Crossover,2016,22 MPG,69,FAIR_PRICE,72.323685,SILVER,ALL_WHEEL_DRIVE,I4,Hyundai,85947,Santa Fe Sport,Automatic,9,1,,True,5,DEALER,2.4L AWD,12900.0
269525048,0,SUV / Crossover,2012,25 MPG,86,FAIR_PRICE,165.36584,BLUE,FRONT_WHEEL_DRIVE,I4,Hyundai,85449,Tucson,6-Speed Automatic,3,2,,True,5,DEALER,GLS FWD,8765.0
273181469,0,SUV / Crossover,2017,26 MPG,18,FAIR_PRICE,103.79691,BLUE,ALL_WHEEL_DRIVE,I4,Hyundai,27063,Tucson,Automatic,4,1,,True,5,DEALER,1.6T Night AWD,20249.0
273315493,0,SUV / Crossover,2019,23 MPG,16,FAIR_PRICE,175.57149,GRAY,ALL_WHEEL_DRIVE,I4,Hyundai,31468,Tucson,Automatic,3,1,True,True,5,DEALER,SE AWD,16991.0
270225403,0,SUV / Crossover,2016,21 MPG,74,FAIR_PRICE,179.71532,GRAY,ALL_WHEEL_DRIVE,V6,Hyundai,59870,Santa Fe,Automatic,9,2,,True,6,DEALER,Limited AWD,19800.0
271135472,0,SUV / Crossover,2019,25 MPG,52,FAIR_PRICE,142.63914,UNKNOWN,FRONT_WHEEL_DRIVE,I4,Hyundai,23065,Santa Fe,8-Speed Automatic,4,1,,True,5,DEALER,2.4L SE FWD,18698.0
266444304,1,SUV / Crossover,2016,23 MPG,120,FAIR_PRICE,140.84364,BLUE,FRONT_WHEEL_DRIVE,I4,Hyundai,43602,Santa Fe Sport,6-Speed Automatic,3,2,,True,5,DEALER,2.4L FWD,13895.0
267066961,0,SUV / Crossover,2016,,114,FAIR_PRICE,45.043026,GRAY,ALL_WHEEL_DRIVE,I4,Hyundai,91982,Tucson,7-Speed Automatic,7,1,,True,5,DEALER,1.6T Limited AWD,14750.0
267346842,0,SUV / Crossover,2012,23 MPG,112,FAIR_PRICE,59.933907,SILVER,ALL_WHEEL_DRIVE,I4,Hyundai,99787,Tucson,6-Speed Automatic,6,1,,True,5,DEALER,Limited AWD,9500.0
273373057,0,SUV / Crossover,2017,23 MPG,15,FAIR_PRICE,176.693,BLACK,ALL_WHEEL_DRIVE,I4,Hyundai,22538,Tucson,6-Speed Automatic,3,1,,True,5,DEALER,2.0L SE AWD,17000.0
257957158,0,SUV / Crossover,2018,23 MPG,219,FAIR_PRICE,177.36815,SILVER,ALL_WHEEL_DRIVE,I4,Hyundai,42481,Santa Fe Sport,Automatic,3,3,,True,5,DEALER,2.4L AWD,15887.0
271935638,1,SUV / Crossover,2020,28 MPG,38,FAIR_PRICE,71.09479,ORANGE,ALL_WHEEL_DRIVE,I4,Hyundai,7012,Kona,Automatic,3,1,,True,5,DEALER,SE AWD,17992.0
274172743,0,SUV / Crossover,2018,30 MPG,4,FAIR_PRICE,27.380203,RED,FRONT_WHEEL_DRIVE,I4,Hyundai,12063,Kona,Automatic,3,1,,True,5,DEALER,SEL FWD,16990.0
270839442,0,SUV / Crossover,2017,,59,FAIR_PRICE,17.95526,RED,FRONT_WHEEL_DRIVE,V6,Hyundai,104411,Santa Fe,6-Speed Automatic Overdrive,7,1,,True,7,DEALER,SE FWD,13499.0
274091246,0,SUV / Crossover,2017,26 MPG,6,FAIR_PRICE,185.9232,BLACK,ALL_WHEEL_DRIVE,I4,Hyundai,41976,Tucson,Automatic,6,1,,,5,DEALER,1.6T Limited AWD,18995.0
273223759,0,SUV / Crossover,2019,24 MPG,17,FAIR_PRICE,135.19644,SILVER,,I4,Hyundai,18645,Santa Fe,Automatic,4,1,,True,5,DEALER,2.4L SE AWD,20498.0
273042712,0,SUV / Crossover,2018,23 MPG,20,FAIR_PRICE,105.29402,SILVER,ALL_WHEEL_DRIVE,I4,Hyundai,39209,Tucson,6-Speed Automatic,3,2,,True,5,DEALER,2.0L SEL AWD,15877.0
258631412,0,SUV / Crossover,2009,20 MPG,211,FAIR_PRICE,175.29199,BLUE,FRONT_WHEEL_DRIVE,V6,Hyundai,153800,Santa Fe,5-Speed Automatic,6,2,,True,7,DEALER,3.3L Limited FWD,5695.0
272365229,0,SUV / Crossover,2017,23 MPG,30,FAIR_PRICE,99.34547,BLUE,ALL_WHEEL_DRIVE,I4,Hyundai,52408,Tucson,Automatic,3,1,True,True,5,DEALER,2.0L SE AWD,15000.0
262654158,1,SUV / Crossover,2011,23 MPG,164,FAIR_PRICE,114.02595,RED,FRONT_WHEEL_DRIVE,V6,Hyundai,116526,Santa Fe,6-Speed Automatic,3,3,,True,5,DEALER,3.5L SE FWD,6771.0
274374530,0,SUV / Crossover,2017,23 MPG,2,FAIR_PRICE,122.035515,BLUE,ALL_WHEEL_DRIVE,I4,Hyundai,22213,Tucson,6-Speed Automatic,6,1,,True,5,DEALER,2.0L SE Plus AWD,18799.0
270431012,0,SUV / Crossover,2017,,70,FAIR_PRICE,71.41919,BLUE,ALL_WHEEL_DRIVE,I4,Hyundai,40983,Tucson,7-Speed Automatic,5,2,,True,5,DEALER,1.6T Night AWD,18980.0
252715268,0,SUV / Crossover,2019,24 MPG,275,FAIR_PRICE,181.73546,WHITE,,I4,Hyundai,28230,Santa Fe,8-Speed Automatic,4,1,,True,5,DEALER,2.4L SE AWD,18900.0
271934156,0,SUV / Crossover,2019,23 MPG,38,FAIR_PRICE,30.649776,SILVER,ALL_WHEEL_DRIVE,I4,Hyundai,33694,Tucson,6-Speed Automatic,3,1,,True,5,DEALER,SE AWD,16371.0
272615625,0,SUV / Crossover,2017,23 MPG,27,FAIR_PRICE,111.49869,GRAY,ALL_WHEEL_DRIVE,I4,Hyundai,49239,Tucson,6-Speed Automatic,3,1,,True,5,DEALER,2.0L SE AWD,15210.0
274096381,0,SUV / Crossover,2013,,6,FAIR_PRICE,20.904339,WHITE,ALL_WHEEL_DRIVE,I4,Hyundai,55453,Tucson,6-Speed Automatic Overdrive,3,2,,True,5,DEALER,Limited AWD,12006.0
256707758,0,SUV / Crossover,2010,24 MPG,233,FAIR_PRICE,61.328915,WHITE,ALL_WHEEL_DRIVE,I4,Hyundai,117256,Santa Fe,Automatic,2,2,,True,5,DEALER,2.4L GLS AWD,6995.0
258329525,0,SUV / Crossover,2007,19 MPG,214,FAIR_PRICE,182.25279,GRAY,FRONT_WHEEL_DRIVE,V6,Hyundai,101000,Veracruz,6-Speed Automatic,3,4,,True,7,DEALER,Limited,6995.0
273818848,0,SUV / Crossover,2008,20 MPG,9,FAIR_PRICE,102.0426,GRAY,ALL_WHEEL_DRIVE,V6,Hyundai,124539,Santa Fe,Automatic,4,1,,True,7,DEALER,3.3L SE AWD,6671.0
267603180,0,SUV / Crossover,2017,19 MPG,108,FAIR_PRICE,138.04417,RED,ALL_WHEEL_DRIVE,V6,Hyundai,76068,Santa Fe,6-Speed Automatic,6,1,,True,6,DEALER,Limited Ultimate AWD,20546.0
274071284,0,SUV / Crossover,2019,23 MPG,7,FAIR_PRICE,20.904339,SILVER,,I4,Hyundai,6173,Tucson,6-Speed Automatic,5,1,,True,5,DEALER,Value AWD,20260.0
270700680,0,SUV / Crossover,2017,23 MPG,62,FAIR_PRICE,154.2041,GRAY,ALL_WHEEL_DRIVE,I4,Hyundai,20231,Tucson,Automatic,3,1,,True,5,DEALER,2.0L SE AWD,17588.0
274575190,0,SUV / Crossover,2019,,0,FAIR_PRICE,27.380203,RED,,I4,Hyundai,12448,Santa Fe,Automatic,3,1,,True,5,DEALER,2.4L SE AWD,20490.0
272749514,0,SUV / Crossover,2017,23 MPG,24,FAIR_PRICE,123.39178,GRAY,ALL_WHEEL_DRIVE,I4,Hyundai,39919,Tucson,6-Speed Automatic,3,1,,True,5,DEALER,2.0L SE AWD,15632.0
272530873,0,SUV / Crossover,2018,,28,FAIR_PRICE,17.95526,BLUE,FRONT_WHEEL_DRIVE,I4,Hyundai,11223,Kona,7-Speed Automatic Overdrive,7,1,,True,5,DEALER,Ultimate FWD,20999.0
273139601,0,SUV / Crossover,2010,23 MPG,18,FAIR_PRICE,49.84549,BLACK,FRONT_WHEEL_DRIVE,V6,Hyundai,89586,Santa Fe,Automatic,3,3,,True,5,DEALER,3.5L SE FWD,7500.0
271225320,0,SUV / Crossover,2013,,51,FAIR_PRICE,185.24545,BLACK,ALL_WHEEL_DRIVE,I4,Hyundai,53865,Santa Fe Sport,6-Speed Automatic Overdrive,3,1,,True,5,DEALER,2.0T AWD,13999.0
253475393,0,SUV / Crossover,2019,27 MPG,267,FAIR_PRICE,132.99612,RED,ALL_WHEEL_DRIVE,I4,Hyundai,13090,Kona,Automatic,3,1,,True,5,DEALER,SE AWD,17495.0
267969671,1,SUV / Crossover,2014,21 MPG,105,FAIR_PRICE,189.22594,SILVER,ALL_WHEEL_DRIVE,V6,Hyundai,110455,Santa Fe,6-Speed Automatic,5,5,,True,7,DEALER,GLS AWD,12950.0
273658135,0,SUV / Crossover,2014,22 MPG,11,FAIR_PRICE,177.36815,GRAY,ALL_WHEEL_DRIVE,I4,Hyundai,103088,Tucson,Automatic,4,2,,True,5,DEALER,SE AWD,10487.0
273997013,0,SUV / Crossover,2016,23 MPG,7,FAIR_PRICE,124.704956,GRAY,FRONT_WHEEL_DRIVE,I4,Hyundai,137682,Santa Fe Sport,6-Speed Automatic,9,2,,True,5,DEALER,2.4L FWD,10475.0
274374533,1,SUV / Crossover,2017,23 MPG,2,FAIR_PRICE,122.035515,UNKNOWN,ALL_WHEEL_DRIVE,I4,Hyundai,46242,Tucson,6-Speed Automatic,6,1,,,5,DEALER,2.0L SE Plus AWD,16145.0
273949721,0,SUV / Crossover,2017,23 MPG,8,FAIR_PRICE,169.71378,GRAY,ALL_WHEEL_DRIVE,I4,Hyundai,14202,Santa Fe Sport,6-Speed Automatic,3,1,,True,5,DEALER,2.4L AWD,18250.0
274374976,0,SUV / Crossover,2017,24 MPG,2,FAIR_PRICE,8.591505,WHITE,FRONT_WHEEL_DRIVE,I4,Hyundai,27887,Santa Fe Sport,6-Speed Automatic,4,1,,,5,DEALER,2.4L FWD,15153.0
273069989,0,SUV / Crossover,2014,,20,FAIR_PRICE,143.46986,SILVER,FRONT_WHEEL_DRIVE,I4,Hyundai,92675,Tucson,6-Speed Automatic Overdrive,2,2,,True,5,DEALER,GLS FWD,9774.0
270456062,0,SUV / Crossover,2017,23 MPG,69,FAIR_PRICE,198.49986,WHITE,ALL_WHEEL_DRIVE,I4,Hyundai,37597,Santa Fe Sport,Automatic,3,2,,True,5,DEALER,2.4L AWD,16900.0
273819227,0,SUV / Crossover,2015,26 MPG,9,FAIR_PRICE,102.0426,SILVER,FRONT_WHEEL_DRIVE,I4,Hyundai,91731,Tucson,Automatic,2,1,,True,5,DEALER,GLS FWD,10253.0
272834340,1,SUV / Crossover,2013,21 MPG,23,FAIR_PRICE,16.858059,BLACK,FRONT_WHEEL_DRIVE,V6,Hyundai,108766,Santa Fe,6-Speed Automatic,8,1,True,True,7,DEALER,GLS FWD,10000.0
271946193,0,SUV / Crossover,2013,,37,FAIR_PRICE,8.318452,BLACK,ALL_WHEEL_DRIVE,I4,Hyundai,71450,Santa Fe Sport,6-Speed Automatic Overdrive,6,2,,True,5,DEALER,2.4L AWD,12200.0
270997726,1,SUV / Crossover,2014,,56,FAIR_PRICE,30.65002,BLACK,ALL_WHEEL_DRIVE,I4,Hyundai,100383,Tucson,6-Speed Automatic Overdrive,5,1,,True,5,DEALER,The Walking Dead Edition AWD,9395.0
274172428,0,SUV / Crossover,2010,23 MPG,4,FAIR_PRICE,112.388626,BLACK,ALL_WHEEL_DRIVE,V6,Hyundai,115716,Santa Fe,6-Speed Automatic,3,1,,True,5,DEALER,3.5L SE AWD,7710.0
273972652,0,SUV / Crossover,2017,23 MPG,8,FAIR_PRICE,169.35323,GRAY,ALL_WHEEL_DRIVE,I4,Hyundai,34754,Santa Fe Sport,6-Speed Automatic,5,1,,True,5,DEALER,2.4L AWD,16900.0
271907057,0,SUV / Crossover,2016,,38,FAIR_PRICE,20.528835,SILVER,ALL_WHEEL_DRIVE,I4,Hyundai,57739,Tucson,6-Speed Automatic Overdrive,3,2,,True,5,DEALER,2.0L SE AWD,13558.0
